"","country","iso3code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"184","St. Martin (French part)","MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","St. Vincent and the Grenadines","VCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Sudan","SDN",61.3458709716797,NA,NA,NA,NA,NA,NA,NA,53.5173797607422,NA,NA,NA,NA,NA,NA,NA,NA
"187","Suriname","SUR",NA,NA,NA,NA,89.5980606079102,NA,NA,NA,94.6209411621094,NA,94.6757507324219,NA,92.8686599731445,NA,NA,NA,NA
"188","Sweden","SWE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Switzerland","CHE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Syrian Arab Republic","SYR",NA,NA,82.8882522583008,NA,80.8445205688477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Tajikistan","TJK",99.45068359375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Tanzania","TZA",NA,NA,69.4309005737305,NA,NA,NA,NA,NA,NA,NA,67.8006973266602,NA,78.1005935668945,NA,NA,77.8872299194336,NA
"193","Thailand","THA",92.6465377807617,NA,NA,NA,NA,93.5064697265625,NA,NA,NA,NA,96.430908203125,NA,NA,93.7020721435547,NA,92.8683090209961,NA
"194","Timor-Leste","TLS",NA,37.5999984741211,NA,NA,NA,NA,NA,50.5999984741211,NA,NA,58.3089790344238,NA,NA,NA,NA,NA,NA
"195","Togo","TGO",53.1776008605957,NA,NA,NA,NA,NA,56.888370513916,NA,NA,57.0933799743652,NA,60.4099388122559,NA,NA,NA,63.7456207275391,NA
"196","Tonga","TON",NA,NA,NA,NA,NA,NA,99.0184631347656,NA,NA,NA,NA,99.3855285644531,NA,NA,NA,NA,NA
"197","Trinidad and Tobago","TTO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Tunisia","TUN",NA,NA,NA,NA,74.2969970703125,NA,NA,77.1903991699219,77.5611267089844,NA,79.1305770874023,79.6539077758789,80.21875,NA,79.0364303588867,NA,NA
"199","Turkey","TUR",NA,NA,NA,NA,87.3654937744141,88.2290573120117,88.1193923950195,88.6558990478516,NA,90.8167190551758,92.6605987548828,94.106086730957,94.9197463989258,95.2566604614258,95.4396286010742,95.6014175415039,NA
"200","Turkmenistan","TKM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Turks and Caicos Islands","TCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Tuvalu","TUV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Uganda","UGA",NA,NA,68.1425094604492,NA,NA,NA,71.3731384277344,NA,NA,NA,73.2118835449219,NA,70.1982192993164,NA,NA,NA,NA
"204","Ukraine","UKR",NA,99.4304122924805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9743499755859,NA,NA,NA,NA
"205","United Arab Emirates","ARE",NA,NA,NA,NA,NA,90.0338516235352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","United Kingdom","GBR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","United States","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Uruguay","URY",NA,NA,NA,NA,NA,NA,97.7896270751953,97.8638916015625,98.1635589599609,98.2672271728516,98.0727081298828,98.3358993530273,98.3959426879883,98.3638687133789,98.4359283447266,98.5238723754883,NA
"209","Uzbekistan","UZB",98.642578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9948577880859,99.9805526733398,99.9838333129883,NA
"210","Vanuatu","VUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Venezuela, RB","VEN",NA,92.9798278808594,NA,NA,NA,NA,NA,95.1546401977539,NA,95.5119934082031,NA,94.7702178955078,NA,NA,NA,96.6052169799805,97.1270904541016
"212","Vietnam","VNM",90.1561279296875,NA,NA,NA,NA,NA,NA,NA,NA,93.5204467773438,NA,NA,NA,NA,NA,NA,NA
"213","Virgin Islands (U.S.)","VIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","West Bank and Gaza","PSE",NA,NA,NA,NA,92.2799682617188,NA,93.4500122070313,93.8821411132813,92.5361633300781,94.5991668701172,94.9320068359375,95.2672424316406,95.9062194824219,96.2848968505859,96.4283905029297,96.6907272338867,96.9302291870117
"215","Yemen, Rep.","YEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Zambia","ZMB",NA,NA,69.1492233276367,NA,NA,NA,NA,61.4282913208008,NA,NA,83.0076675415039,NA,NA,NA,NA,NA,NA
"217","Zimbabwe","ZWE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5827102661133,NA,NA,88.6934204101563,NA,NA
