GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01,HC06_EST_VC01,HC06_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC06_EST_VC02,HC06_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC06_EST_VC03,HC06_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC05_EST_VC04,HC05_MOE_VC04,HC06_EST_VC04,HC06_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC05_EST_VC05,HC05_MOE_VC05,HC06_EST_VC05,HC06_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC06_EST_VC06,HC06_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC05_EST_VC09,HC05_MOE_VC09,HC06_EST_VC09,HC06_MOE_VC09
0400000US12,12,Florida,9488742,34438,70.6,0.3,5.8,0.1,6.1,0.2,11.3,0.2,6.1,0.2,3344713,31148,58.9,0.5,7.7,0.3,11.3,0.3,17.3,0.4,4.8,0.2,1903911,30524,71.9,0.7,3.4,0.3,3.9,0.3,11.5,0.5,9.3,0.4,2457048,26843,80.1,0.5,5.1,0.3,3.9,0.2,7.2,0.3,3.8,0.2,893173,18420,74.3,1.0,8.2,0.6,1.6,0.3,5.1,0.4,10.8,0.7,889897,18141,82.2,0.7,3.8,0.4,2.2,0.3,6.1,0.5,5.7,0.5,15.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US13,13,Georgia,4841845,25084,70.0,0.4,4.3,0.2,5.9,0.3,13.9,0.3,5.8,0.2,1803544,23979,58.2,0.7,5.7,0.3,10.4,0.5,21.1,0.5,4.5,0.3,804889,17117,67.3,1.2,3.0,0.5,4.2,0.4,16.1,0.9,9.3,0.6,1139241,17593,79.7,0.7,3.8,0.3,4.0,0.4,8.6,0.5,3.9,0.3,428121,12996,74.1,1.4,5.0,0.6,1.6,0.5,6.7,0.7,12.6,1.1,666050,17725,85.9,0.8,2.5,0.4,1.9,0.3,5.8,0.5,3.9,0.4,12.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US15,15,Hawaii,680505,8766,62.6,1.0,3.8,0.4,6.8,0.5,20.3,0.9,6.6,0.5,231746,6413,44.0,1.6,5.6,0.9,11.6,1.0,31.3,1.3,7.5,0.9,162314,7128,72.5,2.0,2.0,0.7,4.3,0.9,14.8,1.4,6.5,1.0,167880,7021,70.7,1.8,3.7,0.8,6.0,1.1,14.7,1.7,5.0,1.0,65229,4756,72.5,3.1,3.2,1.5,1.3,0.6,14.8,2.4,8.2,1.5,53336,3165,76.1,2.8,2.1,0.9,2.5,1.2,13.5,2.4,5.7,1.6,13.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US16,16,Idaho,786913,9714,65.3,1.0,5.2,0.5,7.7,0.5,14.9,0.7,6.9,0.5,271899,8106,48.8,1.9,7.0,1.0,12.6,1.2,24.4,1.6,7.2,0.9,135918,6004,65.2,2.2,2.2,0.8,8.0,1.5,14.9,1.6,9.6,1.3,175175,8116,73.9,1.8,5.3,0.9,5.9,1.0,10.6,1.5,4.4,0.8,99652,4521,74.4,2.7,7.3,1.5,2.9,1.4,6.4,1.4,9.0,1.4,104269,6324,85.2,2.2,2.3,0.9,2.3,0.8,5.3,1.3,4.9,1.4,11.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US17,17,Illinois,6234854,24364,71.1,0.3,3.5,0.1,9.0,0.2,11.5,0.2,4.8,0.1,2353696,21963,59.2,0.5,4.6,0.2,15.7,0.3,16.1,0.4,4.4,0.2,1084021,16800,68.3,0.8,2.1,0.3,7.2,0.4,15.6,0.6,6.8,0.4,1459981,19687,80.7,0.6,2.9,0.2,5.8,0.3,7.8,0.4,2.9,0.2,455112,10292,75.5,1.0,6.2,0.5,2.0,0.3,5.8,0.6,10.5,0.7,882044,15251,88.3,0.6,2.2,0.3,2.6,0.3,3.5,0.3,3.4,0.4,12.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US18,18,Indiana,3184244,18566,73.0,0.5,2.9,0.2,9.2,0.3,10.2,0.3,4.8,0.2,1094307,17787,58.9,0.8,4.0,0.3,17.4,0.6,15.3,0.6,4.3,0.3,518780,11948,69.0,1.1,1.8,0.3,8.3,0.7,13.3,0.9,7.6,0.7,707402,12723,80.4,0.7,3.0,0.4,6.0,0.4,7.8,0.5,2.8,0.3,277410,8388,77.2,1.5,3.7,0.6,1.8,0.3,5.5,0.9,11.8,1.1,586345,13830,91.9,0.6,1.1,0.2,1.8,0.3,3.0,0.3,2.2,0.3,10.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US19,19,Iowa,1619600,9100,68.8,0.5,3.3,0.2,8.2,0.3,13.2,0.4,6.4,0.3,575512,9005,52.5,1.0,4.7,0.4,13.8,0.7,21.9,0.8,7.0,0.5,262177,8044,67.6,1.3,2.0,0.4,8.5,0.8,13.7,1.0,8.3,0.7,367154,8966,78.9,0.9,2.8,0.4,6.0,0.7,8.8,0.7,3.6,0.4,160584,5302,73.9,1.4,5.6,0.9,1.5,0.5,6.3,0.8,12.7,1.2,254173,7762,89.1,0.8,1.1,0.3,2.8,0.6,3.9,0.5,3.1,0.4,10.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US20,20,Kansas,1436801,9220,66.7,0.6,3.3,0.2,7.6,0.4,16.0,0.5,6.3,0.3,558963,9004,53.0,1.0,4.5,0.4,12.4,0.7,24.2,0.8,6.0,0.4,235789,8313,65.4,1.4,2.3,0.5,7.0,0.8,16.5,1.4,8.9,0.8,317875,7698,76.0,1.2,3.1,0.4,5.6,0.7,11.0,0.8,4.3,0.6,134011,5381,74.1,1.7,4.2,0.7,1.3,0.4,9.0,1.2,11.3,1.3,190163,6968,87.7,1.2,1.1,0.4,2.3,0.6,4.9,0.8,4.1,0.7,10.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US21,21,Kentucky,1976688,13422,70.3,0.5,3.1,0.2,7.1,0.3,13.9,0.4,5.5,0.2,662252,11789,54.6,0.9,4.3,0.4,13.5,0.6,22.5,0.8,5.1,0.4,324924,9247,67.6,1.3,2.2,0.5,6.5,0.8,15.3,1.0,8.4,0.9,470481,9674,78.7,1.0,3.0,0.4,4.6,0.5,10.3,0.6,3.3,0.5,179304,7171,74.5,1.8,4.2,0.7,1.7,0.5,6.7,0.9,13.0,1.3,339727,9857,89.6,1.0,1.1,0.3,1.8,0.4,4.7,0.6,2.9,0.6,10.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US22,22,Louisiana,2022766,18157,69.0,0.6,3.7,0.2,6.3,0.3,14.9,0.5,6.2,0.3,675810,13716,54.6,1.1,5.2,0.4,11.4,0.7,23.0,1.0,5.7,0.5,387334,13358,67.4,1.5,2.2,0.4,5.2,0.7,17.4,1.1,7.6,0.9,478671,12953,77.3,1.2,3.3,0.4,4.7,0.5,10.5,0.8,4.2,0.5,230268,8167,79.3,1.8,4.0,0.7,1.0,0.3,4.6,0.8,11.1,1.3,250683,9976,84.6,1.3,2.5,0.6,1.7,0.4,6.6,1.1,4.6,0.7,12.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US23,23,Maine,671486,7484,61.3,0.9,3.9,0.4,13.4,0.8,12.6,0.6,8.8,0.5,246581,6617,44.0,1.4,4.7,0.6,23.5,1.4,20.2,1.2,7.7,0.8,122841,5486,61.6,2.2,2.2,0.7,13.7,1.4,12.8,1.6,9.7,1.5,153422,6184,76.2,1.6,3.5,0.8,7.7,1.1,7.8,0.9,4.8,0.9,73487,4099,63.7,2.5,6.5,1.2,1.9,1.0,4.5,1.0,23.4,2.4,75155,4257,84.4,2.0,2.1,0.8,2.9,0.8,5.5,1.1,5.1,1.2,8.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US24,24,Maryland,3098182,13207,60.3,0.5,3.3,0.2,9.8,0.3,21.4,0.5,5.2,0.2,1421942,15860,47.2,0.7,3.6,0.2,14.9,0.5,29.9,0.7,4.3,0.2,523724,11634,65.3,1.3,2.3,0.4,6.5,0.7,17.9,1.0,8.0,0.6,655041,12499,71.8,1.0,3.3,0.4,6.7,0.5,15.1,0.8,3.1,0.3,242711,7742,75.7,1.7,4.6,0.7,2.3,0.6,8.0,0.9,9.5,1.1,254764,8399,78.6,1.4,2.3,0.4,2.9,0.6,10.4,0.9,5.8,0.9,13.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US25,25,Massachusetts,3599534,16976,66.5,0.4,2.9,0.1,13.0,0.3,11.9,0.3,5.7,0.2,1658124,16389,57.1,0.6,3.3,0.3,19.9,0.4,14.8,0.5,5.0,0.3,636629,13228,66.7,1.2,1.8,0.3,10.0,0.7,14.1,0.7,7.4,0.6,745240,13163,76.9,0.8,3.0,0.3,8.1,0.6,8.5,0.6,3.5,0.3,247759,9482,72.2,1.5,4.9,0.6,2.4,0.5,6.4,0.8,14.1,1.3,311782,9865,86.4,1.2,1.8,0.5,3.0,0.5,4.3,0.7,4.5,0.8,14.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US26,26,Michigan,4654612,18869,72.1,0.3,3.4,0.1,9.2,0.2,10.1,0.2,5.2,0.2,1708879,16644,60.1,0.5,4.2,0.2,15.7,0.4,15.3,0.4,4.7,0.2,816173,13738,71.5,0.8,2.1,0.2,7.5,0.5,11.3,0.6,7.6,0.5,1021761,13477,78.3,0.5,3.6,0.3,6.8,0.4,7.7,0.4,3.5,0.3,365691,8650,75.8,1.1,5.2,0.5,2.0,0.3,4.6,0.6,12.4,0.8,742108,12981,90.3,0.5,1.5,0.2,2.9,0.3,2.9,0.3,2.3,0.3,10.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US27,27,Minnesota,2960124,11625,68.0,0.4,4.0,0.1,11.1,0.2,11.7,0.3,5.3,0.1,1208396,13661,55.4,0.6,4.7,0.2,17.5,0.5,17.3,0.5,5.1,0.3,488877,10618,68.7,1.0,1.9,0.3,10.8,0.7,11.5,0.8,7.1,0.5,647346,11073,77.7,0.7,3.5,0.3,7.0,0.4,8.3,0.4,3.5,0.3,237559,5692,73.3,1.2,8.1,0.8,1.8,0.4,6.3,0.6,10.6,0.9,377946,8457,87.4,0.8,2.4,0.4,3.7,0.5,3.3,0.4,3.3,0.4,10.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US28,28,Mississippi,1226975,13805,68.0,0.7,3.2,0.3,5.1,0.4,18.1,0.7,5.7,0.4,399342,10604,49.8,1.5,4.2,0.6,9.9,0.9,31.0,1.6,5.1,0.7,217259,8766,66.8,2.0,1.8,0.4,3.6,0.7,20.2,1.8,7.6,1.0,276968,7766,78.2,1.5,3.1,0.6,3.6,0.6,11.8,1.2,3.2,0.6,130624,6944,74.5,2.0,4.0,0.9,1.5,0.5,7.2,1.1,12.8,1.6,202782,8270,86.9,1.3,2.0,0.6,1.8,0.5,5.8,0.9,3.5,0.8,11.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US29,29,Missouri,2920301,16939,69.2,0.5,3.1,0.1,10.2,0.3,11.8,0.3,5.8,0.2,1077694,14715,55.9,0.8,4.0,0.3,17.9,0.6,17.0,0.5,5.2,0.3,513751,12380,67.9,1.4,1.8,0.3,8.2,0.6,14.2,0.9,7.8,0.5,671765,13880,78.5,1.0,2.9,0.3,6.6,0.5,8.2,0.6,3.7,0.4,254480,7753,75.1,1.3,3.6,0.6,2.3,0.6,6.2,0.8,12.9,0.9,402611,10626,87.1,0.9,1.9,0.4,2.7,0.4,4.5,0.6,3.8,0.5,11.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US30,30,Montana,519277,6932,58.5,1.0,6.5,0.6,10.3,0.7,16.1,0.7,8.6,0.6,183720,6103,39.1,1.6,8.7,1.2,17.0,1.3,25.5,1.4,9.6,1.1,101235,5302,60.7,2.1,2.8,0.8,12.0,1.9,15.3,1.5,9.2,1.5,118141,5360,72.4,2.2,5.1,1.0,6.2,1.2,11.3,1.5,5.1,1.1,61383,3590,66.5,2.7,12.0,2.3,0.9,0.6,6.5,1.2,14.0,2.2,54798,3552,81.1,2.8,3.0,0.9,3.7,1.2,7.0,1.6,5.2,1.5,10.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US31,31,Nebraska,1008952,7706,66.8,0.7,3.6,0.3,10.0,0.5,13.4,0.5,6.1,0.4,380271,7854,51.5,1.1,5.3,0.4,17.0,0.9,19.8,1.0,6.4,0.6,161968,5350,65.0,1.8,1.7,0.5,9.9,1.2,15.0,1.2,8.3,1.0,231095,6608,77.7,1.3,3.2,0.5,6.3,0.7,9.3,0.8,3.5,0.4,99322,3986,74.5,2.0,4.2,0.9,2.3,0.6,7.8,1.2,11.2,1.6,136296,5853,87.5,1.4,1.8,0.4,2.7,0.6,4.5,0.7,3.5,0.8,11.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
