GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37
0400000US12,12,Florida,7689964,22835,(X),(X),7069876,26280,91.9,0.2,6120553,27381,79.6,0.3,407281,8937,5.3,0.1,6364158,29461,82.8,0.3,580719,13472,7.6,0.2,4741801,28301,61.7,0.3,76911,4591,1.0,0.1,295285,9745,3.8,0.1,1872,594,0.0,0.1,620088,13761,8.1,0.2,6416443,27524,83.4,0.2,17845,2355,0.2,0.1,6398598,27610,83.2,0.2,5436290,31082,70.7,0.3,782242,16360,10.2,0.2,5405520,25607,70.3,0.3,453293,9724,5.9,0.1,1273521,19202,16.6,0.2,1283535,16930,(X),(X),3512,900,0.3,0.1,799491,15466,62.3,0.8,480532,11797,37.4,0.8,3759499,23324,(X),(X),11160,1694,0.3,0.1,3114119,24760,82.8,0.4,634220,14591,16.9,0.4,2646930,21430,(X),(X),3173,888,0.1,0.1,2484988,22812,93.9,0.3,158769,7922,6.0,0.3
0400000US13,13,Georgia,3745074,16431,(X),(X),3403952,16905,90.9,0.2,2862390,20303,76.4,0.4,156564,5354,4.2,0.1,3127580,16021,83.5,0.3,335022,10477,8.9,0.3,2332966,21055,62.3,0.5,33038,2736,0.9,0.1,94434,5330,2.5,0.1,531,269,0.0,0.1,341122,9205,9.1,0.2,3103424,20163,82.9,0.4,6968,1182,0.2,0.1,3096456,20130,82.7,0.4,2731491,19905,72.9,0.4,463418,11721,12.4,0.3,2494273,21273,66.6,0.5,292238,9999,7.8,0.3,641650,14033,17.1,0.4,616573,12358,(X),(X),1230,486,0.2,0.1,359113,10338,58.2,1.2,256230,8731,41.6,1.2,1734031,19413,(X),(X),3682,879,0.2,0.1,1414968,18582,81.6,0.6,315381,10421,18.2,0.6,1394470,17124,(X),(X),2056,801,0.1,0.1,1322375,16624,94.8,0.4,70039,4948,5.0,0.3
0400000US15,15,Hawaii,458078,4221,(X),(X),418286,5302,91.3,0.8,363272,5342,79.3,0.9,23093,2102,5.0,0.5,380480,5714,83.1,0.9,32720,3044,7.1,0.7,295266,5694,64.5,1.2,3947,1009,0.9,0.2,8686,1285,1.9,0.3,88,105,0.0,0.1,39792,3443,8.7,0.8,388435,5541,84.8,0.8,1432,423,0.3,0.1,387003,5546,84.5,0.8,340021,5694,74.2,1.0,44055,3263,9.6,0.7,336130,6223,73.4,1.1,16196,1785,3.5,0.4,69643,3762,15.2,0.8,55310,3506,(X),(X),499,309,0.9,0.6,31178,2191,56.4,2.6,23633,2309,42.7,2.6,165480,4813,(X),(X),608,267,0.4,0.2,135678,4691,82.0,1.6,29194,2726,17.6,1.6,237288,5397,(X),(X),325,240,0.1,0.1,220147,5681,92.8,0.9,16816,1995,7.1,0.8
0400000US16,16,Idaho,625135,5980,(X),(X),570853,7172,91.3,0.6,500317,7506,80.0,0.9,41914,3950,6.7,0.6,498715,7808,79.8,0.9,40428,3222,6.5,0.5,396423,8146,63.4,1.1,6305,1256,1.0,0.2,15661,2086,2.5,0.3,33,54,0.0,0.1,54282,3753,8.7,0.6,519258,7791,83.1,0.9,3588,869,0.6,0.1,515670,7769,82.5,0.9,443283,8082,70.9,1.0,64414,5154,10.3,0.8,400680,8210,64.1,1.2,76407,4266,12.2,0.7,105877,5486,16.9,0.9,93847,4515,(X),(X),526,308,0.6,0.3,55690,3685,59.3,2.5,37631,2976,40.1,2.6,328319,7512,(X),(X),2097,620,0.6,0.2,269936,8506,82.2,1.3,56286,3996,17.1,1.3,202969,6568,(X),(X),965,445,0.5,0.2,190044,6341,93.6,1.1,11960,2163,5.9,1.0
0400000US17,17,Illinois,4808672,14430,(X),(X),4344619,16396,90.3,0.2,3721047,18515,77.4,0.3,229799,7378,4.8,0.2,3943847,17256,82.0,0.2,376734,9766,7.8,0.2,2982916,18031,62.0,0.3,46752,3567,1.0,0.1,131187,5034,2.7,0.1,1343,457,0.0,0.1,464053,8814,9.7,0.2,4037466,18100,84.0,0.3,15418,1448,0.3,0.1,4022048,17813,83.6,0.2,3529238,19547,73.4,0.3,520154,10884,10.8,0.2,3319417,16778,69.0,0.3,334128,8436,6.9,0.2,771206,12256,16.0,0.3,728495,10746,(X),(X),2840,650,0.4,0.1,426122,10131,58.5,1.0,299533,7735,41.1,1.0,2030495,17563,(X),(X),8595,994,0.4,0.1,1649746,17406,81.2,0.5,372154,9984,18.3,0.5,2049682,17024,(X),(X),3983,851,0.2,0.1,1946180,16298,95.0,0.2,99519,4796,4.9,0.2
0400000US18,18,Indiana,2557299,10669,(X),(X),2270634,13337,88.8,0.3,1896543,15996,74.2,0.5,152039,6391,5.9,0.2,2012571,14453,78.7,0.4,223408,8527,8.7,0.3,1500753,14995,58.7,0.5,29310,2716,1.1,0.1,50023,3659,2.0,0.1,437,265,0.0,0.1,286665,7982,11.2,0.3,2086914,14834,81.6,0.4,10987,1664,0.4,0.1,2075927,14822,81.2,0.4,1772712,16555,69.3,0.5,300526,8377,11.8,0.3,1645978,14977,64.4,0.5,204739,6194,8.0,0.2,470385,10817,18.4,0.4,412936,10246,(X),(X),2644,921,0.6,0.2,237417,7694,57.5,1.4,172875,7530,41.9,1.4,1251808,13706,(X),(X),6084,1088,0.5,0.1,1003369,14387,80.2,0.6,242355,7318,19.4,0.6,892555,11412,(X),(X),2259,810,0.3,0.1,835141,11608,93.6,0.4,55155,3624,6.2,0.4
0400000US19,19,Iowa,1257505,6773,(X),(X),1125732,8085,89.5,0.4,965211,8644,76.8,0.5,85781,3412,6.8,0.3,982677,8546,78.1,0.5,93427,4096,7.4,0.3,759208,8298,60.4,0.5,15351,1541,1.2,0.1,22622,1751,1.8,0.1,542,247,0.0,0.1,131773,4438,10.5,0.4,1036023,8263,82.4,0.5,6918,989,0.6,0.1,1029105,8134,81.8,0.5,882355,9414,70.2,0.6,145270,5360,11.6,0.4,815697,8335,64.9,0.6,101553,4595,8.1,0.4,221482,6227,17.6,0.5,179614,5678,(X),(X),1270,391,0.7,0.2,100262,4099,55.8,1.6,78082,4015,43.5,1.6,600695,9226,(X),(X),4255,840,0.7,0.1,480391,8318,80.0,0.8,116049,5096,19.3,0.8,477196,7714,(X),(X),1393,394,0.3,0.1,448452,7690,94.0,0.5,27351,2250,5.7,0.5
0400000US20,20,Kansas,1128983,6821,(X),(X),1024163,7708,90.7,0.4,874310,8788,77.4,0.5,67551,2739,6.0,0.2,912659,8180,80.8,0.5,87071,4922,7.7,0.4,689748,8976,61.1,0.6,11745,1293,1.0,0.1,26895,2282,2.4,0.2,161,139,0.0,0.1,104820,4156,9.3,0.4,940335,9143,83.3,0.5,3753,753,0.3,0.1,936582,9174,83.0,0.5,816745,8880,72.3,0.5,118006,5475,10.5,0.5,766051,9153,67.9,0.7,83499,3756,7.4,0.3,188648,5742,16.7,0.5,168117,5292,(X),(X),812,363,0.5,0.2,98874,3618,58.8,1.7,68431,4042,40.7,1.7,548915,8390,(X),(X),2433,545,0.4,0.1,448026,8820,81.6,0.8,98456,4349,17.9,0.8,411951,6855,(X),(X),508,248,0.1,0.1,389682,6324,94.6,0.5,21761,2295,5.3,0.5
0400000US21,21,Kentucky,1725034,10346,(X),(X),1489427,11797,86.3,0.4,1205160,12916,69.9,0.5,92731,4045,5.4,0.2,1320476,10617,76.5,0.4,171308,6747,9.9,0.4,983770,12783,57.0,0.6,22102,2089,1.3,0.1,49004,3068,2.8,0.2,227,190,0.0,0.1,235607,6567,13.7,0.4,1365542,12071,79.2,0.5,4914,1013,0.3,0.1,1360628,12035,78.9,0.5,1180866,12754,68.5,0.6,215099,6676,12.5,0.4,1067744,11248,61.9,0.5,127851,6071,7.4,0.3,359492,8747,20.8,0.5,356941,9505,(X),(X),1177,635,0.3,0.2,194228,6701,54.4,1.4,161536,7105,45.3,1.4,829043,10659,(X),(X),2907,602,0.4,0.1,659054,9793,79.5,0.7,167082,6290,20.2,0.7,539050,10050,(X),(X),830,435,0.2,0.1,507346,9891,94.1,0.5,30874,2604,5.7,0.5
0400000US22,22,Louisiana,1737123,11255,(X),(X),1493283,14398,86.0,0.5,1162506,13386,66.9,0.6,76148,4650,4.4,0.3,1365163,13124,78.6,0.5,223083,8379,12.8,0.5,907347,14176,52.2,0.7,18005,2101,1.0,0.1,38991,3718,2.2,0.2,402,278,0.0,0.1,243840,7821,14.0,0.5,1316386,16185,75.8,0.6,3628,886,0.2,0.1,1312758,16048,75.6,0.6,1129360,16256,65.0,0.7,236292,8571,13.6,0.5,1001761,14124,57.7,0.6,132749,4560,7.6,0.3,420737,10134,24.2,0.6,401185,8820,(X),(X),684,372,0.2,0.1,203941,7346,50.8,1.4,196560,6821,49.0,1.4,804051,11680,(X),(X),2375,651,0.3,0.1,614066,12642,76.4,0.9,187610,7167,23.3,0.9,531887,10109,(X),(X),569,356,0.1,0.1,494751,10383,93.0,0.7,36567,3748,6.9,0.7
0400000US23,23,Maine,540959,6050,(X),(X),485282,6423,89.7,0.6,426564,6156,78.9,0.8,46397,2682,8.6,0.5,399292,6517,73.8,0.8,28139,2877,5.2,0.5,329334,7314,60.9,1.2,8211,1150,1.5,0.2,10613,1439,2.0,0.3,112,100,0.0,0.1,55677,3455,10.3,0.6,448465,6223,82.9,0.7,5114,994,0.9,0.2,443351,6300,82.0,0.7,358079,6178,66.2,0.8,42596,2901,7.9,0.5,381754,5971,70.6,0.8,25034,2129,4.6,0.4,92494,4002,17.1,0.7,91339,4286,(X),(X),1029,469,1.1,0.5,49552,3240,54.3,2.5,40758,2935,44.6,2.4,255083,5842,(X),(X),3454,884,1.4,0.3,208844,5440,81.9,1.0,42785,2728,16.8,1.0,194537,5430,(X),(X),631,305,0.3,0.2,184955,5391,95.1,0.6,8951,1219,4.6,0.6
0400000US24,24,Maryland,2207343,8135,(X),(X),2052299,9130,93.0,0.3,1826446,11812,82.7,0.4,107289,5046,4.9,0.2,1862895,10100,84.4,0.4,126520,6590,5.7,0.3,1495655,12982,67.8,0.5,19601,2143,0.9,0.1,76882,4719,3.5,0.2,486,335,0.0,0.1,155044,6366,7.0,0.3,1940784,10153,87.9,0.4,4119,719,0.2,0.1,1936665,10106,87.7,0.4,1725610,11208,78.2,0.4,213325,7239,9.7,0.3,1670949,11456,75.7,0.5,98985,5119,4.5,0.2,266559,8251,12.1,0.4,235242,7894,(X),(X),427,185,0.2,0.1,147289,6343,62.6,1.6,87526,4669,37.2,1.6,798642,10498,(X),(X),2345,550,0.3,0.1,660751,10369,82.7,0.8,135546,6453,17.0,0.8,1173459,10772,(X),(X),1347,479,0.1,0.1,1128625,11308,96.2,0.3,43487,3023,3.7,0.3
0400000US25,25,Massachusetts,2604954,9148,(X),(X),2376264,10558,91.2,0.3,2114236,11335,81.2,0.4,146843,6114,5.6,0.2,2118131,12265,81.3,0.4,134228,7167,5.2,0.3,1700915,14486,65.3,0.5,32341,3091,1.2,0.1,53232,3736,2.0,0.1,1091,614,0.0,0.1,228690,6922,8.8,0.3,2266440,11737,87.0,0.3,5490,1041,0.2,0.1,2260950,11958,86.8,0.3,1945865,13107,74.7,0.4,198001,6740,7.6,0.3,2027207,13024,77.8,0.4,69839,4193,2.7,0.2,338514,8705,13.0,0.3,363885,8735,(X),(X),1142,418,0.3,0.1,227709,8172,62.6,1.4,135034,5642,37.1,1.4,902708,13374,(X),(X),3339,753,0.4,0.1,742371,12453,82.2,0.8,156998,8189,17.4,0.8,1338361,11832,(X),(X),1009,501,0.1,0.1,1290870,11611,96.5,0.3,46482,3454,3.5,0.3
0400000US26,26,Michigan,3930017,12926,(X),(X),3538557,14506,90.0,0.2,2992586,16536,76.1,0.3,229810,5352,5.8,0.1,3124867,14206,79.5,0.2,323227,8485,8.2,0.2,2367440,14705,60.2,0.3,48301,2771,1.2,0.1,84441,4537,2.1,0.1,1343,414,0.0,0.1,391460,8630,10.0,0.2,3267660,16084,83.1,0.3,14352,1582,0.4,0.1,3253308,15947,82.8,0.2,2766432,16724,70.4,0.3,475009,9382,12.1,0.2,2599964,15591,66.2,0.3,263449,6828,6.7,0.2,662357,9983,16.9,0.3,633713,10720,(X),(X),2226,550,0.4,0.1,380319,9334,60.0,1.1,251168,7950,39.6,1.1,1883191,15542,(X),(X),9746,1256,0.5,0.1,1527191,14871,81.1,0.4,346254,7291,18.4,0.4,1413113,11546,(X),(X),2380,605,0.2,0.1,1345798,11890,95.2,0.2,64935,3089,4.6,0.2
0400000US27,27,Minnesota,2162211,7968,(X),(X),1990831,9085,92.1,0.2,1772825,9941,82.0,0.3,127662,4917,5.9,0.2,1771183,9406,81.9,0.3,118270,5318,5.5,0.2,1403473,11437,64.9,0.5,22274,2126,1.0,0.1,50878,2507,2.4,0.1,406,237,0.0,0.1,171380,4928,7.9,0.2,1868221,10284,86.4,0.3,11290,1314,0.5,0.1,1856931,10274,85.9,0.3,1621178,10840,75.0,0.4,223965,6840,10.4,0.3,1540625,10333,71.3,0.4,148855,4374,6.9,0.2,293990,6558,13.6,0.3,253111,6100,(X),(X),1802,462,0.7,0.2,151247,5002,59.8,1.4,100062,4213,39.5,1.4,923602,11982,(X),(X),7279,1144,0.8,0.1,763576,11797,82.7,0.5,152747,4597,16.5,0.5,985498,9202,(X),(X),2209,565,0.2,0.1,942108,9296,95.6,0.3,41181,2646,4.2,0.3
0400000US28,28,Mississippi,1091980,9693,(X),(X),923381,10073,84.6,0.5,684732,10296,62.7,0.8,50875,3877,4.7,0.4,840533,10090,77.0,0.6,159804,7861,14.6,0.7,543511,10938,49.8,0.8,11682,1959,1.1,0.2,24718,2618,2.3,0.2,608,410,0.1,0.1,168599,5683,15.4,0.5,804401,9935,73.7,0.6,3051,916,0.3,0.1,801350,9854,73.4,0.6,706320,9964,64.7,0.6,208112,8141,19.1,0.7,516057,9696,47.3,0.8,114079,6090,10.4,0.5,287579,6863,26.3,0.6,261349,7648,(X),(X),835,488,0.3,0.2,130012,6727,49.7,1.7,130502,4927,49.9,1.7,533507,11049,(X),(X),1220,555,0.2,0.1,399943,9457,75.0,0.9,132344,5770,24.8,0.9,297124,7682,(X),(X),996,479,0.3,0.2,271395,7144,91.3,0.8,24733,2618,8.3,0.8
0400000US29,29,Missouri,2385135,13054,(X),(X),2138802,14177,89.7,0.3,1783890,15666,74.8,0.5,140424,5900,5.9,0.2,1906866,13869,79.9,0.4,213442,7093,8.9,0.3,1414930,16457,59.3,0.6,25274,2299,1.1,0.1,46314,3237,1.9,0.1,660,325,0.0,0.1,246333,7282,10.3,0.3,1946500,14908,81.6,0.4,8201,1318,0.3,0.1,1938299,15052,81.3,0.4,1699359,15693,71.2,0.5,300470,9799,12.6,0.4,1505656,13223,63.1,0.5,198096,6415,8.3,0.3,438635,9738,18.4,0.4,386432,9523,(X),(X),1625,532,0.4,0.1,222812,7398,57.7,1.4,161995,6941,41.9,1.4,1175372,10981,(X),(X),4791,992,0.4,0.1,942139,10209,80.2,0.5,228442,6875,19.4,0.5,823331,10479,(X),(X),1785,688,0.2,0.1,773348,10592,93.9,0.4,48198,3531,5.9,0.4
0400000US30,30,Montana,423091,4068,(X),(X),375194,4575,88.7,0.7,330197,4938,78.0,0.9,30814,2154,7.3,0.5,321279,4480,75.9,0.8,22103,2420,5.2,0.6,254431,4923,60.1,1.1,6176,1108,1.5,0.3,7781,1365,1.8,0.3,38,67,0.0,0.1,47897,3134,11.3,0.7,346793,4836,82.0,1.0,2676,738,0.6,0.2,344117,4698,81.3,0.9,284077,4376,67.1,1.0,38845,2735,9.2,0.7,276749,5823,65.4,1.2,36735,2327,8.7,0.5,76298,4238,18.0,1.0,68155,3839,(X),(X),689,360,1.0,0.5,39768,3228,58.3,3.0,27698,2403,40.6,3.0,210868,4671,(X),(X),1471,540,0.7,0.3,170311,4472,80.8,1.3,39086,2831,18.5,1.3,144068,4793,(X),(X),516,226,0.4,0.2,134038,4533,93.0,1.0,9514,1531,6.6,1.0
0400000US31,31,Nebraska,754490,4583,(X),(X),684762,5824,90.8,0.4,587664,7198,77.9,0.7,45309,2552,6.0,0.3,605549,6193,80.3,0.6,58380,4385,7.7,0.6,472149,7009,62.6,0.8,8574,1262,1.1,0.2,15085,1743,2.0,0.2,177,155,0.0,0.1,69728,3291,9.2,0.4,640404,6155,84.9,0.5,3733,743,0.5,0.1,636671,6206,84.4,0.5,550350,6560,72.9,0.7,83519,4021,11.1,0.5,518836,6293,68.8,0.6,51300,2884,6.8,0.4,114086,3790,15.1,0.5,100665,4179,(X),(X),603,353,0.6,0.4,60121,3191,59.7,2.1,39941,2718,39.7,2.1,364713,6176,(X),(X),2286,538,0.6,0.1,300889,6150,82.5,1.0,61538,3622,16.9,1.0,289112,5405,(X),(X),844,381,0.3,0.1,275661,5517,95.3,0.6,12607,1712,4.4,0.6
0400000US32,32,Nevada,1094613,6821,(X),(X),1020906,7570,93.3,0.4,867957,8801,79.3,0.7,50645,3130,4.6,0.3,934475,7943,85.4,0.5,98785,4871,9.0,0.4,673274,9445,61.5,0.8,8184,1541,0.7,0.1,39744,2674,3.6,0.2,579,368,0.1,0.1,73707,4194,6.7,0.4,915335,8673,83.6,0.5,2728,725,0.2,0.1,912607,8651,83.4,0.5,784131,8710,71.6,0.6,126616,5313,11.6,0.5,753855,7981,68.9,0.6,77868,4117,7.1,0.4,179278,5679,16.4,0.5,154047,6899,(X),(X),510,328,0.3,0.2,97833,5380,63.5,2.0,55704,3851,36.2,2.0,529798,8406,(X),(X),1719,510,0.3,0.1,435677,7591,82.2,0.9,92402,5147,17.4,0.9,410768,7862,(X),(X),499,332,0.1,0.1,379097,7840,92.3,0.7,31172,2939,7.6,0.7
0400000US33,33,New Hampshire,528700,4349,(X),(X),495195,5000,93.7,0.5,451026,5856,85.3,0.8,38681,2958,7.3,0.6,427438,5222,80.8,0.7,21036,2672,4.0,0.5,354000,5513,67.0,0.9,6322,1520,1.2,0.3,15500,2009,2.9,0.4,288,249,0.1,0.1,33505,2460,6.3,0.5,469879,4919,88.9,0.6,2326,579,0.4,0.1,467553,4948,88.4,0.6,390717,5181,73.9,0.8,36301,2726,6.9,0.5,418604,5899,79.2,0.8,20098,2215,3.8,0.4,58821,3123,11.1,0.6,56365,3165,(X),(X),296,216,0.5,0.4,36388,2570,64.6,3.1,19681,2193,34.9,3.1,212778,5596,(X),(X),1469,481,0.7,0.2,180758,5364,85.0,1.2,30551,2583,14.4,1.2,259557,5345,(X),(X),561,310,0.2,0.1,250407,5155,96.5,0.5,8589,1410,3.3,0.5
0400000US34,34,New Jersey,3218798,8951,(X),(X),2980450,11006,92.6,0.2,2641387,13487,82.1,0.3,163898,5302,5.1,0.2,2698993,11062,83.9,0.3,193379,6848,6.0,0.2,2130848,14196,66.2,0.4,34482,3098,1.1,0.1,77571,4588,2.4,0.1,505,337,0.0,0.1,238348,6979,7.4,0.2,2801112,12720,87.0,0.3,8800,1125,0.3,0.1,2792312,12960,86.8,0.3,2480640,13590,77.1,0.4,273236,8293,8.5,0.3,2476644,14922,76.9,0.4,114378,5539,3.6,0.2,417686,9652,13.0,0.3,388219,8962,(X),(X),1718,527,0.4,0.1,227414,7949,58.6,1.6,159087,7293,41.0,1.6,1132411,13311,(X),(X),4657,798,0.4,0.1,937427,11620,82.8,0.5,190327,6633,16.8,0.5,1698168,12898,(X),(X),2425,698,0.1,0.1,1627471,12830,95.8,0.3,68272,4948,4.0,0.3
0400000US35,35,New Mexico,767705,6614,(X),(X),664555,8672,86.6,0.7,543260,9258,70.8,0.9,45532,3130,5.9,0.4,588568,8284,76.7,0.7,78577,4291,10.2,0.5,416831,9786,54.3,1.1,6678,1135,0.9,0.1,23569,2086,3.1,0.3,199,179,0.0,0.1,103150,5176,13.4,0.7,591302,7991,77.0,0.7,4484,1336,0.6,0.2,586818,8059,76.4,0.7,489536,8089,63.8,0.8,93093,4859,12.1,0.6,455513,8719,59.3,1.0,60768,4463,7.9,0.6,176403,5682,23.0,0.7,162954,6268,(X),(X),1248,648,0.8,0.4,87810,4336,53.9,2.2,73896,5027,45.3,2.2,374247,8929,(X),(X),1836,734,0.5,0.2,286732,8081,76.6,1.0,85679,4306,22.9,1.0,230504,6807,(X),(X),1400,685,0.6,0.3,212276,5893,92.1,1.0,16828,2291,7.3,0.9
0400000US36,36,New York,7304332,18884,(X),(X),6578265,19487,90.1,0.2,5692529,24047,77.9,0.3,409659,9199,5.6,0.1,5870380,20176,80.4,0.2,510628,14168,7.0,0.2,4492226,28254,61.5,0.3,84225,4358,1.2,0.1,223349,8676,3.1,0.1,2403,699,0.0,0.1,726067,12377,9.9,0.2,6111799,23426,83.7,0.2,19758,2023,0.3,0.1,6092041,23155,83.4,0.2,5167018,23024,70.7,0.3,681701,12947,9.3,0.2,5260310,24260,72.0,0.3,272098,7960,3.7,0.1,1192533,17720,16.3,0.2,1202583,16786,(X),(X),3732,836,0.3,0.1,719712,14617,59.8,0.8,479139,11954,39.8,0.8,2860482,24851,(X),(X),11083,1493,0.4,0.1,2306640,21778,80.6,0.4,542759,13290,19.0,0.4,3241267,22260,(X),(X),4943,989,0.2,0.1,3065689,23019,94.6,0.2,170635,7016,5.3,0.2
0400000US37,37,North Carolina,3955069,14774,(X),(X),3534886,17847,89.4,0.3,2987251,20014,75.5,0.4,205486,5826,5.2,0.1,3178418,18375,80.4,0.3,342220,10446,8.7,0.3,2348818,22349,59.4,0.5,40586,2989,1.0,0.1,97368,4540,2.5,0.1,1293,626,0.0,0.1,420183,10820,10.6,0.3,3241583,19529,82.0,0.4,12926,1764,0.3,0.1,3228657,19563,81.6,0.4,2741690,21576,69.3,0.5,425445,9316,10.8,0.2,2670743,19132,67.5,0.4,247068,6588,6.2,0.2,713486,15162,18.0,0.4,685378,12194,(X),(X),2632,894,0.4,0.1,386722,10668,56.4,1.1,296024,8693,43.2,1.1,1909433,19640,(X),(X),7891,1367,0.4,0.1,1547507,19239,81.0,0.5,354035,11008,18.5,0.5,1360258,14625,(X),(X),2403,764,0.2,0.1,1294428,14451,95.2,0.3,63427,4046,4.7,0.3
0400000US38,38,North Dakota,316306,3300,(X),(X),286401,3816,90.5,0.7,250142,4086,79.1,1.0,18493,1735,5.8,0.6,253529,4160,80.2,0.9,19854,2377,6.3,0.7,198774,4643,62.8,1.3,3295,665,1.0,0.2,6406,1204,2.0,0.4,259,255,0.1,0.1,29905,2111,9.5,0.7,257967,4660,81.6,1.1,953,303,0.3,0.1,257014,4614,81.3,1.1,224030,4517,70.8,1.1,27365,2463,8.7,0.8,221655,4588,70.1,1.2,17892,1675,5.7,0.5,58339,3325,18.4,1.1,45314,3082,(X),(X),82,62,0.2,0.1,24479,2567,54.0,4.0,20753,2174,45.8,3.9,140422,4219,(X),(X),597,269,0.4,0.2,111482,4314,79.4,1.8,28343,2656,20.2,1.8,130570,3966,(X),(X),274,137,0.2,0.1,121053,3972,92.7,1.0,9243,1410,7.1,1.1
0400000US39,39,Ohio,4667192,13650,(X),(X),4180305,15665,89.6,0.2,3504429,17460,75.1,0.3,280947,6059,6.0,0.1,3675683,17416,78.8,0.3,388703,10039,8.3,0.2,2832033,18183,60.7,0.3,62806,3519,1.3,0.1,98760,4760,2.1,0.1,1153,427,0.0,0.1,486887,9159,10.4,0.2,3899812,17431,83.6,0.2,16497,1844,0.4,0.1,3883315,17099,83.2,0.2,3307605,18146,70.9,0.3,489424,11661,10.5,0.2,3222593,17381,69.0,0.3,289573,7004,6.2,0.1,767380,11540,16.4,0.2,788952,13610,(X),(X),2764,707,0.4,0.1,478027,10920,60.6,0.9,308161,8511,39.1,0.9,2232973,17440,(X),(X),10616,1390,0.5,0.1,1835199,16445,82.2,0.4,387158,9768,17.3,0.4,1645267,14294,(X),(X),3117,789,0.2,0.1,1570089,13617,95.4,0.2,72061,3901,4.4,0.2
0400000US40,40,Oklahoma,1470364,5913,(X),(X),1311019,5735,89.2,0.3,1040065,7616,70.7,0.5,72134,2880,4.9,0.2,1195722,5791,81.3,0.3,174662,5664,11.9,0.4,829273,8067,56.4,0.6,11509,1296,0.8,0.1,37218,2345,2.5,0.2,283,185,0.0,0.1,159345,4361,10.8,0.3,1176348,6301,80.0,0.4,4152,779,0.3,0.1,1172196,6521,79.7,0.4,1035054,6858,70.4,0.5,238922,6135,16.2,0.4,842632,8214,57.3,0.5,128599,4457,8.7,0.3,294016,5671,20.0,0.4,270390,6851,(X),(X),688,320,0.3,0.1,155063,5440,57.3,1.2,114639,3959,42.4,1.2,735564,9503,(X),(X),2810,649,0.4,0.1,585487,9447,79.6,0.6,147267,4161,20.0,0.6,464410,7637,(X),(X),654,289,0.1,0.1,431646,6792,92.9,0.5,32110,2377,6.9,0.5
