GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42
0400000US12,12,Florida,15014950,31938,(X),(X),2834898,14840,18.9,0.1,3230159,16065,21.5,0.1,4960653,17749,33.0,0.1,3989240,12051,26.6,0.1,7226269,17202,48.1,0.1,7788681,20490,51.9,0.1,11764013,31485,78.3,0.2,2263285,18383,15.1,0.1,336951,8019,2.2,0.1,44217,4239,0.3,0.1,8897,2548,0.1,0.1,321475,17418,2.1,0.1,276112,12447,1.8,0.1,2976237,25633,19.8,0.1,9256799,11834,61.7,0.1,485886,13226,3.2,0.1,1080827,24125,7.2,0.2,4315776,35996,28.7,0.2,3360101,29087,22.4,0.2,1561652,21727,10.4,0.1,2719313,31157,18.1,0.2,1491395,19658,9.9,0.1,13448237,32386,89.6,0.2,4210708,36748,28.0,0.2,14681906,31804,(X),(X),1679621,34110,11.4,0.2,13002285,40779,88.6,0.2,54216,392,(X),(X)
0400000US13,13,Georgia,7362615,15328,(X),(X),1626370,10207,22.1,0.1,1822299,13137,24.8,0.2,2542345,11042,34.5,0.1,1371601,4455,18.6,0.1,3500441,11012,47.5,0.1,3862174,8489,52.5,0.1,4548297,12483,61.8,0.1,2379072,9465,32.3,0.1,193031,7540,2.6,0.1,20774,2580,0.3,0.1,N,N,N,N,85983,5917,1.2,0.1,132361,7417,1.8,0.1,348842,9629,4.7,0.1,4321525,6398,58.7,0.1,204420,9474,2.8,0.1,646895,16062,8.8,0.2,2144111,26814,29.1,0.4,1718722,21675,23.3,0.3,564343,13690,7.7,0.2,1315098,19828,17.9,0.3,769026,16859,10.4,0.2,6511300,23536,88.4,0.3,2084124,24888,28.3,0.3,7140232,15227,(X),(X),892940,24637,12.5,0.3,6247292,29202,87.5,0.3,56809,583,(X),(X)
0400000US15,15,Hawaii,1025548,7912,(X),(X),212732,2817,20.7,0.2,250088,3697,24.4,0.3,323234,3933,31.5,0.3,239494,2425,23.4,0.2,519972,4422,50.7,0.2,505576,4921,49.3,0.2,291754,3334,28.4,0.4,19243,1737,1.9,0.2,402849,7112,39.3,0.6,N,N,N,N,90343,4129,8.8,0.4,14227,2459,1.4,0.2,205093,8851,20.0,0.8,88962,1375,8.7,0.1,260635,1492,25.4,0.2,24697,2755,2.4,0.3,39842,3221,3.9,0.3,303189,9041,29.6,0.8,235135,6344,22.9,0.6,107298,4577,10.5,0.5,209924,6523,20.5,0.7,105463,5499,10.3,0.5,961009,8568,93.7,0.4,315387,7693,30.8,0.7,995557,7872,(X),(X),86205,5597,8.7,0.6,909352,8502,91.3,0.6,79615,1783,(X),(X)
0400000US16,16,Idaho,1219481,4819,(X),(X),262705,3118,21.5,0.2,302786,3657,24.8,0.3,395120,3430,32.4,0.2,258870,1943,21.2,0.2,607218,4003,49.8,0.2,612263,2973,50.2,0.2,1130214,5126,92.7,0.3,6738,1595,0.6,0.1,10816,1876,0.9,0.2,N,N,N,N,N,N,N,N,26511,4063,2.2,0.3,26795,2917,2.2,0.2,94726,3623,7.8,0.3,1067617,2019,87.5,0.3,22675,2679,1.9,0.2,77994,5020,6.4,0.4,359124,10108,29.4,0.8,343488,8660,28.2,0.7,114494,5971,9.4,0.5,208737,7146,17.1,0.6,92969,5225,7.6,0.4,1118812,7081,91.7,0.5,301706,8590,24.7,0.7,1194878,4810,(X),(X),137842,7825,11.5,0.7,1057036,8962,88.5,0.7,52667,1226,(X),(X)
0400000US17,17,Illinois,9055927,16897,(X),(X),1929120,7567,21.3,0.1,2158404,10569,23.8,0.1,3094624,9417,34.2,0.1,1873779,5597,20.7,0.1,4382552,10825,48.4,0.1,4673375,10333,51.6,0.1,6824401,17696,75.4,0.2,1343504,7234,14.8,0.1,379680,6764,4.2,0.1,20533,3070,0.2,0.1,2303,755,0.0,0.1,325914,13742,3.6,0.2,159592,8303,1.8,0.1,1018331,13392,11.2,0.1,6193023,9273,68.4,0.1,246729,7017,2.7,0.1,568746,11753,6.3,0.1,2399973,22610,26.5,0.2,2170766,20927,24.0,0.2,730896,14006,8.1,0.2,1850998,20959,20.4,0.2,1087819,17022,12.0,0.2,8240452,18410,91.0,0.1,2938817,24783,32.5,0.3,8806652,17156,(X),(X),939914,18406,10.7,0.2,7866738,26522,89.3,0.2,64635,583,(X),(X)
0400000US18,18,Indiana,4899251,8820,(X),(X),1043652,5264,21.3,0.1,1160228,5797,23.7,0.1,1679759,5399,34.3,0.1,1015612,3379,20.7,0.1,2376335,6107,48.5,0.1,2522916,7052,51.5,0.1,4259529,7265,86.9,0.1,431452,5339,8.8,0.1,56983,3729,1.2,0.1,N,N,N,N,N,N,N,N,56409,4852,1.2,0.1,83991,4989,1.7,0.1,195216,5783,4.0,0.1,4134747,4618,84.4,0.1,136442,6268,2.8,0.1,401839,10615,8.2,0.2,1628807,19356,33.2,0.4,1117318,16528,22.8,0.3,412356,11508,8.4,0.2,789076,14336,16.1,0.3,413413,11799,8.4,0.2,4360970,15444,89.0,0.3,1202489,17198,24.5,0.3,4740347,8788,(X),(X),546858,15585,11.5,0.3,4193489,17277,88.5,0.3,54749,684,(X),(X)
0400000US19,19,Iowa,2325355,5220,(X),(X),490390,3365,21.1,0.1,531754,3815,22.9,0.2,782193,3931,33.6,0.1,521018,1534,22.4,0.1,1140812,3707,49.1,0.1,1184543,3565,50.9,0.1,2175640,4246,93.6,0.2,64671,2901,2.8,0.1,30049,2617,1.3,0.1,N,N,N,N,1962,809,0.1,0.1,17293,2789,0.7,0.1,28631,2924,1.2,0.1,78723,3154,3.4,0.1,2119242,2690,91.1,0.2,48533,3517,2.1,0.2,122816,5141,5.3,0.2,709928,10137,30.5,0.4,562700,9575,24.2,0.4,263040,7481,11.3,0.3,429454,9688,18.5,0.4,188884,6074,8.1,0.3,2154006,7845,92.6,0.3,618338,10304,26.6,0.4,2241148,5187,(X),(X),219528,7859,9.8,0.3,2021620,9060,90.2,0.3,59109,833,(X),(X)
0400000US20,20,Kansas,2091261,5682,(X),(X),464390,4201,22.2,0.2,492678,4079,23.6,0.2,691272,3831,33.1,0.2,442921,2092,21.2,0.1,1029480,3863,49.2,0.1,1061781,4115,50.8,0.1,1836860,5420,87.8,0.2,117724,3258,5.6,0.2,40216,3146,1.9,0.1,N,N,N,N,N,N,N,N,27672,3329,1.3,0.2,50357,3648,2.4,0.2,148379,3959,7.1,0.2,1726275,2094,82.5,0.2,42404,2996,2.0,0.1,121411,5174,5.8,0.2,553508,8764,26.5,0.4,540643,10286,25.9,0.5,183780,6295,8.8,0.3,420798,8801,20.1,0.4,228717,7126,10.9,0.3,1927446,7741,92.2,0.3,649515,9630,31.1,0.4,2020972,5734,(X),(X),211409,7286,10.5,0.4,1809563,9375,89.5,0.4,57133,741,(X),(X)
0400000US21,21,Kentucky,3350956,6339,(X),(X),694326,4736,20.7,0.1,792195,4483,23.6,0.1,1159000,3802,34.6,0.1,705435,2442,21.1,0.1,1623917,4551,48.5,0.1,1727039,4316,51.5,0.1,3000478,5122,89.5,0.2,256393,5033,7.7,0.1,27335,2396,0.8,0.1,N,N,N,N,N,N,N,N,12476,2593,0.4,0.1,46693,4271,1.4,0.1,56066,3705,1.7,0.1,2960609,4023,88.4,0.2,154051,6412,4.6,0.2,281323,8386,8.4,0.3,1132015,13329,33.8,0.4,789924,13635,23.6,0.4,255392,9218,7.6,0.3,447480,9958,13.4,0.3,290771,9698,8.7,0.3,2915582,12339,87.0,0.3,738251,13902,22.0,0.4,3237198,6395,(X),(X),499043,13888,15.4,0.4,2738155,15455,84.6,0.4,48525,670,(X),(X)
0400000US22,22,Louisiana,3469016,7138,(X),(X),756656,5044,21.8,0.1,865139,6621,24.9,0.2,1155734,5631,33.3,0.2,691487,2815,19.9,0.1,1660343,4664,47.9,0.1,1808673,4887,52.1,0.1,2239824,5436,64.6,0.1,1100450,5773,31.7,0.2,45132,3261,1.3,0.1,N,N,N,N,N,N,N,N,22970,3113,0.7,0.1,41696,4777,1.2,0.1,106571,4900,3.1,0.1,2164239,2842,62.4,0.1,138709,7263,4.0,0.2,369167,12354,10.6,0.4,1183060,16765,34.1,0.5,829185,15919,23.9,0.4,193176,7848,5.6,0.2,501783,12056,14.5,0.4,253936,9938,7.3,0.3,2961140,14323,85.4,0.4,755719,14671,21.8,0.4,3356655,7055,(X),(X),563618,16493,16.8,0.5,2793037,19037,83.2,0.5,46492,671,(X),(X)
0400000US23,23,Maine,1064497,2550,(X),(X),185480,1995,17.4,0.2,223843,1964,21.0,0.2,390899,1949,36.7,0.2,264275,1313,24.8,0.1,516252,1931,48.5,0.1,548245,1861,51.5,0.1,1024749,2051,96.3,0.1,8249,1227,0.8,0.1,7024,898,0.7,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12931,1084,1.2,0.1,1015063,1808,95.4,0.2,25674,2647,2.4,0.2,58719,3768,5.5,0.4,333707,8903,31.3,0.8,226058,6755,21.2,0.6,103918,4363,9.8,0.4,201297,6281,18.9,0.6,115124,5124,10.8,0.5,980104,5242,92.1,0.4,316421,7827,29.7,0.7,1036631,2601,(X),(X),108827,5470,10.5,0.5,927804,5949,89.5,0.5,56463,1177,(X),(X)
0400000US24,24,Maryland,4310864,13483,(X),(X),871222,6144,20.2,0.1,1015979,8235,23.6,0.2,1549478,6616,35.9,0.1,874185,2989,20.3,0.1,2047724,8480,47.5,0.1,2263140,8037,52.5,0.1,2579484,7499,59.8,0.2,1310893,8202,30.4,0.2,218479,5588,5.1,0.1,12611,1957,0.3,0.1,N,N,N,N,88305,6410,2.0,0.1,99187,6217,2.3,0.1,230286,8398,5.3,0.2,2462907,4170,57.1,0.2,98094,5007,2.3,0.1,256375,10163,5.9,0.2,1106134,15367,25.7,0.3,950340,16099,22.0,0.4,294465,8164,6.8,0.2,894543,12881,20.8,0.3,710913,11357,16.5,0.3,3956395,19027,91.8,0.3,1605456,17277,37.2,0.4,4192489,13569,(X),(X),340224,13158,8.1,0.3,3852265,18115,91.9,0.3,81860,754,(X),(X)
0400000US25,25,Massachusetts,4993001,15115,(X),(X),1067164,7490,21.4,0.1,1113103,9713,22.3,0.2,1746639,6966,35.0,0.1,1066095,3847,21.4,0.1,2381937,8994,47.7,0.1,2611064,9383,52.3,0.1,4204400,13107,84.2,0.2,328213,7772,6.6,0.2,225420,7888,4.5,0.2,9066,1758,0.2,0.1,N,N,N,N,131712,8343,2.6,0.2,93728,6589,1.9,0.1,436238,7075,8.7,0.1,3930307,10273,78.7,0.2,146829,6300,2.9,0.1,267397,10535,5.4,0.2,1223605,19191,24.5,0.4,966475,16735,19.4,0.3,363871,9986,7.3,0.2,1177098,15888,23.6,0.3,847726,10826,17.0,0.2,4578775,16722,91.7,0.2,2024824,18998,40.6,0.4,4798871,15110,(X),(X),425232,12593,8.9,0.3,4373639,19128,91.1,0.3,79512,1068,(X),(X)
0400000US26,26,Michigan,7481928,10585,(X),(X),1556537,5554,20.8,0.1,1632889,6422,21.8,0.1,2653213,6307,35.5,0.1,1639289,3086,21.9,0.1,3636222,7567,48.6,0.1,3845706,5770,51.4,0.1,6086448,9148,81.3,0.1,1012292,5860,13.5,0.1,141719,4648,1.9,0.1,40848,2772,0.5,0.1,N,N,N,N,53900,4163,0.7,0.1,144781,6438,1.9,0.1,249396,4899,3.3,0.1,5916685,6928,79.1,0.1,158976,6183,2.1,0.1,508834,11410,6.8,0.2,2216964,20834,29.6,0.3,1941114,16209,25.9,0.2,687704,11374,9.2,0.2,1237975,15521,16.5,0.2,730361,10905,9.8,0.1,6814118,15860,91.1,0.2,1968336,17665,26.3,0.2,7305352,10573,(X),(X),902521,17806,12.4,0.2,6402831,19888,87.6,0.2,54952,428,(X),(X)
0400000US27,27,Minnesota,4079652,8062,(X),(X),821292,5150,20.1,0.1,993587,5600,24.4,0.1,1418159,4120,34.8,0.1,846614,2199,20.8,0.1,2012201,4508,49.3,0.1,2067451,5264,50.7,0.1,3597864,5856,88.2,0.2,193904,5277,4.8,0.1,136765,4593,3.4,0.1,40572,2492,1.0,0.1,N,N,N,N,36618,3769,0.9,0.1,72389,4986,1.8,0.1,117953,4177,2.9,0.1,3528190,3415,86.5,0.2,78456,4508,1.9,0.1,182219,6377,4.5,0.2,1035428,14491,25.4,0.4,957310,13555,23.5,0.3,451229,8700,11.1,0.2,926706,13134,22.7,0.3,448304,7350,11.0,0.2,3818977,10034,93.6,0.2,1375010,14717,33.7,0.4,3983690,8153,(X),(X),330683,9574,8.3,0.2,3653007,10863,91.7,0.2,69159,661,(X),(X)
0400000US28,28,Mississippi,2234722,4641,(X),(X),489327,4020,21.9,0.2,537540,6107,24.1,0.3,744143,5827,33.3,0.3,463712,2693,20.8,0.1,1059143,3999,47.4,0.1,1175579,3073,52.6,0.1,1355236,3425,60.6,0.1,826757,4261,37.0,0.2,13667,2407,0.6,0.1,N,N,N,N,N,N,N,N,10022,2142,0.4,0.1,18925,3023,0.8,0.1,35854,3318,1.6,0.1,1332936,1855,59.6,0.1,92663,4228,4.1,0.2,248532,9745,11.1,0.4,681650,14604,30.5,0.7,547991,13221,24.5,0.6,219754,8101,9.8,0.4,282970,9301,12.7,0.4,161162,7800,7.2,0.3,1893527,11113,84.7,0.5,444132,12562,19.9,0.6,2156308,3885,(X),(X),374266,11296,17.4,0.5,1782042,11443,82.6,0.5,43608,884,(X),(X)
0400000US29,29,Missouri,4606843,7507,(X),(X),958226,4321,20.8,0.1,1079299,5466,23.4,0.1,1567395,5372,34.0,0.1,1001923,2733,21.7,0.1,2230438,5670,48.4,0.1,2376405,4411,51.6,0.1,3910738,5838,84.9,0.2,504446,5752,10.9,0.1,57148,3762,1.2,0.1,N,N,N,N,N,N,N,N,31138,4343,0.7,0.1,79326,5305,1.7,0.1,121043,4897,2.6,0.1,3829156,3435,83.1,0.1,121675,5792,2.6,0.1,347570,8938,7.5,0.2,1439605,22221,31.2,0.5,1118043,17140,24.3,0.4,354096,8999,7.7,0.2,782113,13215,17.0,0.3,443741,10370,9.6,0.2,4137598,11649,89.8,0.2,1225854,16985,26.6,0.4,4459667,7660,(X),(X),517827,14135,11.6,0.3,3941840,15587,88.4,0.3,53819,620,(X),(X)
0400000US30,30,Montana,810760,1990,(X),(X),161862,1734,20.0,0.2,187346,2477,23.1,0.3,272370,1973,33.6,0.3,189182,1418,23.3,0.2,406075,2103,50.1,0.2,404685,1879,49.9,0.2,737173,2370,90.9,0.2,N,N,N,N,4575,1149,0.6,0.1,N,N,N,N,N,N,N,N,4237,1147,0.5,0.1,N,N,N,N,22151,1386,2.7,0.2,722604,1519,89.1,0.2,16476,1860,2.0,0.2,43466,3153,5.4,0.4,238516,6687,29.4,0.8,204218,5996,25.2,0.7,67876,4381,8.4,0.5,164756,5853,20.3,0.7,75452,4555,9.3,0.6,750818,4142,92.6,0.4,240208,6889,29.6,0.8,791491,2009,(X),(X),93051,5869,11.8,0.7,698440,6275,88.2,0.7,53550,1417,(X),(X)
0400000US31,31,Nebraska,1368000,4623,(X),(X),296847,2424,21.7,0.2,330487,2620,24.2,0.2,449990,3142,32.9,0.2,290676,1413,21.2,0.1,674445,3426,49.3,0.2,693555,2757,50.7,0.2,1243234,3608,90.9,0.3,57062,2493,4.2,0.2,19594,2238,1.4,0.2,N,N,N,N,N,N,N,N,14673,2729,1.1,0.2,22257,2262,1.6,0.2,78552,3622,5.7,0.2,1183439,1334,86.5,0.3,26515,2401,1.9,0.2,66421,4033,4.9,0.3,369574,7302,27.0,0.5,363517,7972,26.6,0.6,136514,4832,10.0,0.3,276067,7294,20.2,0.5,129392,5053,9.5,0.4,1275064,6190,93.2,0.3,405459,8477,29.6,0.6,1323857,4593,(X),(X),119261,6224,9.0,0.5,1204596,7185,91.0,0.5,60769,760,(X),(X)
0400000US32,32,Nevada,2031213,9801,(X),(X),421348,4464,20.7,0.2,494724,5198,24.4,0.2,678710,5173,33.4,0.2,436431,2628,21.5,0.1,1012511,6389,49.8,0.2,1018702,5631,50.2,0.2,1420193,11150,69.9,0.5,195702,3554,9.6,0.2,163436,4875,8.0,0.2,26802,2137,1.3,0.1,15148,1451,0.7,0.1,137824,9625,6.8,0.5,72108,5016,3.5,0.2,386808,7814,19.0,0.3,1199814,3399,59.1,0.3,48926,3564,2.4,0.2,153091,7999,7.5,0.4,610250,12418,30.0,0.6,565534,10102,27.8,0.5,164745,6746,8.1,0.3,325226,8846,16.0,0.4,163441,6524,8.0,0.3,1829196,11461,90.1,0.4,488667,11372,24.1,0.6,2002365,9605,(X),(X),214467,11268,10.7,0.6,1787898,13836,89.3,0.6,59639,941,(X),(X)
0400000US33,33,New Hampshire,1048883,3621,(X),(X),200800,2192,19.1,0.2,219542,2377,20.9,0.2,395691,2441,37.7,0.2,232850,1212,22.2,0.1,514562,2603,49.1,0.2,534321,2397,50.9,0.2,999372,3103,95.3,0.3,13583,1969,1.3,0.2,16065,1468,1.5,0.1,N,N,N,N,N,N,N,N,3269,1041,0.3,0.1,14861,1895,1.4,0.2,27962,1621,2.7,0.2,979855,2374,93.4,0.3,17033,1908,1.6,0.2,55734,4467,5.3,0.4,302675,7478,28.9,0.7,217334,7686,20.7,0.7,101421,5385,9.7,0.5,222767,5968,21.2,0.6,131919,5649,12.6,0.5,976116,5464,93.1,0.4,354686,7349,33.8,0.7,1012257,3521,(X),(X),68718,4611,6.8,0.5,943539,5815,93.2,0.5,73871,1787,(X),(X)
0400000US34,34,New Jersey,6199409,19163,(X),(X),1204348,8971,19.4,0.1,1374208,10616,22.2,0.1,2273444,8821,36.7,0.1,1347409,4714,21.7,0.1,2974541,13029,48.0,0.1,3224868,10380,52.0,0.1,4508722,15249,72.7,0.2,858691,8876,13.9,0.1,458272,8551,7.4,0.1,10959,1670,0.2,0.1,N,N,N,N,246863,9978,4.0,0.2,113085,7132,1.8,0.1,918336,11239,14.8,0.2,3905106,6676,63.0,0.2,184360,7858,3.0,0.1,334812,9920,5.4,0.2,1702994,22861,27.5,0.3,1222670,17375,19.7,0.3,430211,9692,6.9,0.2,1465142,16467,23.6,0.3,859220,11999,13.9,0.2,5680237,21717,91.6,0.2,2324362,21839,37.5,0.4,6057850,18998,(X),(X),478384,15634,7.9,0.3,5579466,23386,92.1,0.3,81994,639,(X),(X)
0400000US35,35,New Mexico,1493318,7504,(X),(X),324209,4376,21.7,0.3,348711,5999,23.4,0.4,480328,5631,32.2,0.4,340070,2701,22.8,0.2,734610,4228,49.2,0.2,758708,5364,50.8,0.2,1156585,9349,77.5,0.5,32585,2150,2.2,0.1,18331,1742,1.2,0.1,N,N,N,N,N,N,N,N,103460,7287,6.9,0.5,38866,3733,2.6,0.2,636756,6458,42.6,0.3,654966,2632,43.9,0.2,52888,4105,3.5,0.3,127325,6472,8.5,0.4,413683,11594,27.7,0.8,400604,9368,26.8,0.6,124202,5855,8.3,0.4,214660,6910,14.4,0.5,159956,6056,10.7,0.4,1313105,9512,87.9,0.5,374616,9887,25.1,0.6,1462326,7513,(X),(X),242696,10465,16.6,0.7,1219630,10698,83.4,0.7,48122,1263,(X),(X)
0400000US36,36,New York,13866648,25883,(X),(X),3012070,10860,21.7,0.1,3181438,14878,22.9,0.1,4701756,14573,33.9,0.1,2971384,7959,21.4,0.1,6598149,17286,47.6,0.1,7268499,14194,52.4,0.1,9562259,24470,69.0,0.2,2157160,15420,15.6,0.1,912367,13808,6.6,0.1,51410,4090,0.4,0.1,5339,1241,0.0,0.1,870710,24090,6.3,0.2,307403,11234,2.2,0.1,2029519,18858,14.6,0.1,8648132,11135,62.4,0.1,536693,13346,3.9,0.1,970926,17936,7.0,0.1,3620795,29321,26.1,0.2,2656247,28275,19.2,0.2,1244858,19134,9.0,0.1,2827759,27332,20.4,0.2,2009370,23454,14.5,0.2,12359029,31489,89.1,0.2,4837129,31674,34.9,0.2,13468107,25867,(X),(X),1561408,27584,11.6,0.2,11906699,33257,88.4,0.2,66515,490,(X),(X)
0400000US37,37,North Carolina,7509879,14198,(X),(X),1576345,7121,21.0,0.1,1734880,10448,23.1,0.1,2590609,9617,34.5,0.1,1608045,4116,21.4,0.1,3581883,8234,47.7,0.1,3927996,8993,52.3,0.1,5425243,10793,72.2,0.1,1650467,9526,22.0,0.1,128634,4611,1.7,0.1,87765,3000,1.2,0.1,5476,1861,0.1,0.1,86371,6508,1.2,0.1,125923,7915,1.7,0.1,319293,9124,4.3,0.1,5218237,5213,69.5,0.1,218228,8001,2.9,0.1,590028,15843,7.9,0.2,2005213,22386,26.7,0.3,1828409,21504,24.3,0.3,693271,14782,9.2,0.2,1435868,18846,19.1,0.2,738862,12144,9.8,0.2,6701623,22999,89.2,0.2,2174730,23681,29.0,0.3,7281726,14126,(X),(X),887601,19191,12.2,0.3,6394125,24105,87.8,0.3,53617,510,(X),(X)
0400000US38,38,North Dakota,564475,2695,(X),(X),139846,2185,24.8,0.4,136826,1964,24.2,0.3,175498,2060,31.1,0.3,112305,903,19.9,0.2,290593,2367,51.5,0.3,273882,1895,48.5,0.3,509530,1632,90.3,0.5,11407,2116,2.0,0.4,3706,1261,0.7,0.2,N,N,N,N,N,N,N,N,5077,1453,0.9,0.3,N,N,N,N,14820,1229,2.6,0.2,500035,1021,88.6,0.4,13534,1845,2.4,0.3,26815,2718,4.8,0.5,155357,5425,27.5,0.9,142523,5041,25.2,0.9,70551,3880,12.5,0.7,115754,4680,20.5,0.8,39941,3434,7.1,0.6,524126,4027,92.9,0.6,155695,5408,27.6,1.0,542722,2697,(X),(X),52568,3564,9.7,0.7,490154,4970,90.3,0.7,62222,1319,(X),(X)
0400000US39,39,Ohio,8830185,11095,(X),(X),1801486,6049,20.4,0.1,2018484,7125,22.9,0.1,3084651,5057,34.9,0.1,1925564,3316,21.8,0.1,4259645,7214,48.2,0.1,4570540,6950,51.8,0.1,7444964,8307,84.3,0.1,1037355,8331,11.7,0.1,109446,5665,1.2,0.1,18371,2344,0.2,0.1,N,N,N,N,55427,4827,0.6,0.1,161938,7933,1.8,0.1,226666,4154,2.6,0.1,7296341,6283,82.6,0.1,209232,8794,2.4,0.1,666063,14062,7.5,0.2,2975569,22357,33.7,0.3,1999368,20141,22.6,0.2,733004,14965,8.3,0.2,1439795,19268,16.3,0.2,807154,13142,9.1,0.1,7954890,19356,90.1,0.2,2246949,24121,25.4,0.3,8556382,11162,(X),(X),1021720,19926,11.9,0.2,7534662,22118,88.1,0.2,54185,416,(X),(X)
0400000US40,40,Oklahoma,2835451,6224,(X),(X),618434,4093,21.8,0.1,696776,4999,24.6,0.2,926782,4383,32.7,0.1,593459,2006,20.9,0.1,1379695,4339,48.7,0.1,1455756,3915,51.3,0.1,2152767,5404,75.9,0.2,205987,3416,7.3,0.1,43837,2948,1.5,0.1,N,N,N,N,2239,732,0.1,0.1,43490,3171,1.5,0.1,175434,5558,6.2,0.2,164171,4427,5.8,0.1,2052532,2704,72.4,0.1,74333,3761,2.6,0.1,238675,6530,8.4,0.2,900920,12010,31.8,0.4,726720,10392,25.6,0.4,226849,5917,8.0,0.2,450434,10069,15.9,0.3,217520,6109,7.7,0.2,2522443,9432,89.0,0.3,667954,10904,23.6,0.4,2743507,6129,(X),(X),374955,9283,13.7,0.3,2368552,10916,86.3,0.3,50384,501,(X),(X)
0400000US41,41,Oregon,3060328,9788,(X),(X),609579,4519,19.9,0.1,746253,6286,24.4,0.2,1010146,5718,33.0,0.2,694350,3360,22.7,0.1,1498352,7063,49.0,0.1,1561976,5701,51.0,0.1,2699526,9121,88.2,0.3,51657,2803,1.7,0.1,99171,4873,3.2,0.2,33951,2912,1.1,0.1,8713,1497,0.3,0.1,56557,6747,1.8,0.2,110753,5664,3.6,0.2,235527,7085,7.7,0.2,2543085,4445,83.1,0.3,59753,5033,2.0,0.2,185370,8087,6.1,0.3,746444,14735,24.4,0.5,843232,12862,27.6,0.4,264989,8209,8.7,0.3,613399,11023,20.0,0.4,347141,7718,11.3,0.3,2815205,10935,92.0,0.3,960540,13445,31.4,0.4,3003752,9805,(X),(X),358297,11897,11.9,0.4,2645455,15216,88.1,0.4,60883,765,(X),(X)
0400000US42,42,Pennsylvania,9764119,12718,(X),(X),1944387,6498,19.9,0.1,2156514,7814,22.1,0.1,3418193,7494,35.0,0.1,2245025,4441,23.0,0.1,4711435,7958,48.3,0.1,5052684,8574,51.7,0.1,8228591,11738,84.3,0.1,1016974,9023,10.4,0.1,219662,5743,2.2,0.1,17093,2296,0.2,0.1,N,N,N,N,133422,9177,1.4,0.1,146531,7561,1.5,0.1,500784,7934,5.1,0.1,7920358,6486,81.1,0.1,250230,7674,2.6,0.1,642972,12010,6.6,0.1,3446924,24967,35.3,0.3,1801439,21511,18.4,0.2,781499,15080,8.0,0.2,1776570,18412,18.2,0.2,1064485,16193,10.9,0.2,8870917,18390,90.9,0.1,2841055,19870,29.1,0.2,9415581,12448,(X),(X),1035118,19951,11.0,0.2,8380463,22274,89.0,0.2,59536,452,(X),(X)
